index,date_,color,description,hold_type,wall_type,style,grade,setter,set_year,location,location_type
200252,2019-11-11,blue,Let’s Get Hurt,"jug, sloper",face,mantle,V3,Mike Hernandez,,Castle Rock,outdoor
200253,2019-11-11,blue,"Coz Daddy, Early Exit","crimp, pinch",overhang,natural,V4,Scott Cosgrove,,Castle Rock,outdoor
200254,2019-11-11,green,The Edge,crimp,face,dyno,V2,,,Castle Rock,outdoor
200255,2019-11-11,green,Mr. Clean,sloper,overhang,dyno,V4,,,Castle Rock,outdoor
200256,2019-11-11,blue,The Slope,"jug, sloper",face,mantle,V4,,,Castle Rock,outdoor
200257,2019-12-21,blue,Burning Rubber Necklace,crimp,cave,natural,V4,Russ Walling,,Bishop Happy Boulders,outdoor
200258,2019-12-24,orange,"Chuckawalla, Sit Start",crimp,face,natural,V6,Robert Miramontes,,Joshua Tree,outdoor
200259,2019-12-25,orange,Black Streak Dyno,crimp,face,dyno,V5,Robert Miramontes,,Joshua Tree,outdoor
200260,2019-12-25,orange,Secret Samurai,sloper,overhang,natural,V4,Kyle Owen,,Joshua Tree,outdoor
200261,2019-12-28,green,The Black Bitch,crimp,slab,natural,V2,Wendell Broussard,1980,Red Rocks,outdoor
200262,2019-12-29,orange,"Southeast Face of The Butt Crack Boulder, Sit Start",crimp,face,natural,V5,,,Red Rocks,outdoor
200263,2019-12-31,red,Red Wave,crimp,overhang,dyno,V10,Dimitrius Fritz,1996,Red Rocks,outdoor
200264,2020-01-01,orange,St. Louis,crimp,overhang,natural,V4,,,Red Rocks,outdoor
200265,2020-01-02,orange,Monkey Wrench,crimp,overhang,natural,V7,,,Red Rocks,outdoor
200266,2020-01-02,orange,Equinox,crimp,face,natural,V6,,,Red Rocks,outdoor
200267,2020-01-03,green,Arete V1 on the Sorange Boulder,jug,face,natural,V1,,,Red Rocks,outdoor
200268,2020-01-03,green,Heart and Sole Left V1/2,crimp,slab,natural,V1,,,Red Rocks,outdoor
200269,2020-01-03,green,Arete left V1/2 on the Warm Up Boulder,jug,face,natural,V1,,,Red Rocks,outdoor
200270,2020-01-03,orange,Welcome to Detroit,"crimp, jug",variable,mantle,V5,,,Red Rocks,outdoor
200271,2020-01-04,orange,Right Face of the My Tan Boulder V6/7 (#292),crimp,face,natural,V7,,,Red Rocks,outdoor
200272,2020-01-04,blue,Avian Flu,jug,cave,natural,V4,,,Red Rocks,outdoor
200273,2020-01-19,blue,Unnamed V2 Cave,jug,cave,natural,V2,FA?,,"Lizard’s Mouth, Santa Barbara",outdoor
200274,2020-01-19,green,Yellow Belly,crimp,face,natural,V0,,,"Lizard’s Mouth, Santa Barbara",outdoor
200275,2020-02-01,red,Great Stoneface,crimp,overhang,natural,V7,,,Great Stoneface Park,outdoor
200276,2020-02-01,orange,Like Mike (Hoop Dreams Eliminate),jug,overhang,dyno,V6,Eugene Ahn,2019,Great Stoneface Park,outdoor
200277,2020-02-09,red,Dark Side of the Moon,"crimp, sloper",face,natural,V7,,,Castle Rock,outdoor
200278,2020-02-09,orange,Asian Invasion,"crimp, sloper",overhang,natural,V7,,,Castle Rock,outdoor
200279,2020-05-09,blue,Might have been Jim’s,crimp,overhang,natural,V2,,,Nut Tree Boulders,outdoor
200280,2020-05-09,blue,Jimis Butt Crack,crimp,overhang,natural,V4,,,Nut Tree Boulders,outdoor
200281,2020-05-23,blue,Unnamed V3,crimp,overhang,natural,V3,,,Auburn Quarry,outdoor
200282,2020-05-23,blue,Unnamed V4 dyno,crimp,face,dyno,V4,,,Auburn Quarry,outdoor
200283,2020-05-25,blue,Unnamed V4,crimp,arete,natural,V4,,,"South Lake Tahoe, Loon Lake",outdoor
200284,2020-05-25,orange,Unnamed V5,crimp,slab,natural,V5,,,"South Lake Tahoe, Loon Lake",outdoor
200285,2020-05-31,blue,Unnamed V5,crimp,overhang,natural,V5,FA?,,Mickey’s Beach,outdoor
200286,2020-05-31,orange,Grace Face,crimp,face,natural,V5,,,Mickey’s Beach,outdoor
200287,2020-05-31,blue,Gold Wall,pinch,overhang,natural,V4,,,Mickey’s Beach,outdoor
200288,2020-06-12,blue,Raincheck,crimp,overhang,natural,V4,,,"North Lake Tahoe, Rainbow",outdoor
200289,2020-06-12,green,Unnamed V3,crimp,face,natural,V3,,,"North Lake Tahoe, Rainbow",outdoor
200290,2020-06-12,green,Unnamed V2,jug,face,natural,V2,,,"North Lake Tahoe, Rainbow",outdoor
200291,2020-06-12,green,Unnamed V2,crimp,face,natural,V2,,,"North Lake Tahoe, Rainbow",outdoor
200292,2020-06-21,orange,The Little Adventure,crimp,overhang,natural,V7,,,Mount Tamalpais,outdoor
200293,2020-06-27,green,One Hitter,crimp,overhang,natural,V4,,,"South Lake Tahoe, The Freaks",outdoor
200294,2020-06-27,blue,Fully Loaded,crimp,overhang,natural,V3,,,"South Lake Tahoe, The Freaks",outdoor
200295,2020-06-27,red,Morning Wood,crimp,overhang,natural,V7,,,"South Lake Tahoe, The Freaks",outdoor
200296,2020-06-28,green,Unnamed V3 on Powersauce Boulder,crimp,face,natural,V3,,,"South Lake Tahoe, Pie Shop",outdoor
200297,2020-07-03,orange,Powersauce,crimp,overhang,mantle,V7,,,"South Lake Tahoe, Pie Shop",outdoor
200298,2020-07-03,green,Rubber Checker,crimp,slab,natural,V2,,,"South Lake Tahoe, Pie Shop",outdoor
200299,2020-07-03,blue,Flying Birdie,jug,face,dyno,V5,,,"South Lake Tahoe, Pie Shop",outdoor
200300,2020-07-04,blue,Left Unnamed V1 on Pumpkin Spice,crimp,slab,natural,V1,,,"South Lake Tahoe, Erratica",outdoor
200301,2020-07-04,blue,Middle Unnamed V1 on Pumpkin Spice,crimp,slab,natural,V1,,,"South Lake Tahoe, Erratica",outdoor
200302,2020-07-04,green,Unnamed V2 on Pumpkin Spice,crimp,slab,natural,V2,,,"South Lake Tahoe, Erratica",outdoor
200303,2020-07-04,blue,Unnamed V4 on Pumpkin Spice,crimp,slab,natural,V4,,,"South Lake Tahoe, Erratica",outdoor
200304,2020-07-04,orange,Vision Quest,"crimp, jug",overhang,natural,V6,,,"South Lake Tahoe, Erratica",outdoor
200305,2020-07-05,blue,Toadstool Sandwich,crimp,face,natural,V4,,,"South Lake Tahoe, Christmas Valley",outdoor
200306,2020-07-05,blue,Arsenic Sauce,crimp,face,dyno,V5,,,"South Lake Tahoe, Christmas Valley",outdoor
200307,2020-07-05,red,You’re a Mean One,"crimp, sloper",face,natural,V7,,,"South Lake Tahoe, Christmas Valley",outdoor
200308,2020-07-05,orange,Tall Boy,crimp,face,natural,V4,,,"South Lake Tahoe, Christmas Valley",outdoor
200309,2020-07-06,black,Masterwork,crimp,variable,natural,V4,,,"South Lake Tahoe, Rainbow",outdoor
200310,2020-07-08,blue,The Boys’ Problem,crimp,face,natural,V5,,,Berkeley Mortar Rock,outdoor
200311,2020-07-11,blue,Boing Dexter,crimp,overhang,dyno,V6,,,"South Lake Tahoe, Erratica",outdoor
200312,2020-07-11,orange,Boing Dexterity,crimp,overhang,natural,V7,,,"South Lake Tahoe, Erratica",outdoor
200313,2020-07-11,orange,Bong Water,"crimp, jug",cave,natural,V5,,,"South Lake Tahoe, The Freaks",outdoor
200314,2020-07-11,orange,Subterranean,"crimp, jug",cave,natural,V7,,,"South Lake Tahoe, The Freaks",outdoor
200315,2020-07-16,orange,Baby Reverse Traverse,"crimp, jug",overhang,natural,V6,,,Grizzly Peak,outdoor
200316,2020-07-18,orange,Scott’s Arete,"crimp, jug, sloper",overhang,dyno,V7,,,Grizzly Peak,outdoor
200317,2020-07-23,green,"The Crimper, Right Variation",crimp,face,natural,V2,,,"Ring Mountain, Turtle Rock",outdoor
200318,2020-07-23,green,The Seam,crimp,face,natural,V2,,,"Ring Mountain, Turtle Rock",outdoor
200319,2020-07-23,green,The Flake,"crimp, jug",face,natural,V2,,,"Ring Mountain, Turtle Rock",outdoor
200320,2020-07-23,green,The Reach,crimp,face,natural,V3,,,"Ring Mountain, Turtle Rock",outdoor
200321,2020-07-23,green,Undercling,"crimp, jug",face,natural,V2,,,"Ring Mountain, Turtle Rock",outdoor
200322,2020-07-23,green,The Crimper,crimp,face,natural,V2,,,"Ring Mountain, Turtle Rock",outdoor
200323,2020-07-23,green,Sloper Route,sloper,face,mantle,V0,,,"Ring Mountain, Turtle Rock",outdoor
200324,2020-07-23,orange,Party Trick,"crimp, jug",face,comp,V6,FA?,2020,"Ring Mountain, Turtle Rock",outdoor
200325,2020-07-25,blue,Sabertooth,jug,overhang,natural,V4,,,Salt Point State Park,outdoor
200326,2020-07-31,green,Liquid Metal,crimp,face,natural,V4,,,"South Lake Tahoe, Pie Shop",outdoor
200327,2020-08-01,orange,Cujo,"crimp, sloper",overhang,natural,V6,,,"South Lake Tahoe, Beavers",outdoor
200328,2020-08-01,orange,"Distilled Iron, Right Exit","crimp, sloper",face,natural,V4,,,"South Lake Tahoe, Beavers",outdoor
200329,2020-08-01,orange,Hole Punch,"crimp, jug",face,natural,V6,,,"South Lake Tahoe, DB Bliss",outdoor
200330,2020-08-02,blue,"Lovely Little Pond, Left Exit",crimp,face,natural,V4,,,"South Lake Tahoe, Clearview Boulders",outdoor
200331,2020-08-02,blue,Unnamed V3,crimp,arete,natural,V3,,,"South Lake Tahoe, Clearview Boulders",outdoor
200332,2020-08-02,blue,Land Trout,crimp,overhang,natural,V4,,,"South Lake Tahoe, Clearview Boulders",outdoor
200333,2020-08-15,red,American Gladiator,crimp,face,natural,V9,,,"South Lake Tahoe, Pie Shop",outdoor
200334,2020-08-16,orange,Milano Munchkin,"crimp, sloper",variable,natural,V4,,,"North Lake Tahoe, Rainbow",outdoor
200335,2020-09-05,orange,The Whip and Cross,crimp,face,natural,V5,,,"Priest Draw, Flagstaff",outdoor
200336,2020-09-06,blue,Flexi Flake,crimp,face,natural,V4,,,"Priest Draw, Flagstaff",outdoor
200337,2020-09-06,blue,Mother of All Boulders (M.O.A.B),jug,cave,natural,V4,,,"Priest Draw, Flagstaff",outdoor
200338,2020-09-06,green,"The Fin, Bat Roof",jug,cave,natural,V1,,,"Priest Draw, Flagstaff",outdoor
200339,2020-09-08,green,Sister Beater,crimp,face,natural,V2,,,"Priest Draw, Flagstaff",outdoor
200340,2020-09-10,blue,Unnamed V4 Dyno,jug,face,dyno,V4,,,"Priest Draw, Flagstaff",outdoor
200341,2020-09-12,blue,The Yoker,"crimp, jug",overhang,natural,V4,,,"Priest Draw, Flagstaff",outdoor
200342,2020-09-12,blue,Dope Smoker,"crimp, jug",overhang,natural,V4,,,"Priest Draw, Flagstaff",outdoor
200343,2020-09-12,blue,Big Ed’s Flying Saucer,jug,cave,natural,V5,,,"Priest Draw, Flagstaff",outdoor
200344,2020-09-12,green,Unnamed V3,jug,cave,natural,V3,,,"Priest Draw, Flagstaff",outdoor
200345,2020-09-13,orange,The Hermit,jug,cave,natural,V5,,,"Priest Draw, Flagstaff",outdoor
200346,2020-09-13,orange,"Black Hole, Stand Start",crimp,overhang,natural,V5,,,"Priest Draw, Flagstaff",outdoor
200347,2020-09-13,orange,Disco Polly,crimp,overhang,natural,V6,,,"Priest Draw, Flagstaff",outdoor
200348,2020-09-22,blue,Center Start,crimp,face,natural,V1,,,"Big Bend, Moab",outdoor
200349,2020-09-23,blue,Bat Roof,"crimp, jug",cave,natural,V3,,,"Priest Draw, Flagstaff",outdoor
200350,2020-09-23,red,Anorexic Sacrifice,"crimp, jug, sloper",cave,natural,V6,,,"Priest Draw, Flagstaff",outdoor
200351,2020-09-25,green,F-Tard,crimp,face,natural,V5,,,"Priest Draw, Flagstaff",outdoor
200352,2020-09-25,red,Pelo Del Perro,crimp,face,dyno,V9,,,"Priest Draw, Flagstaff",outdoor
200353,2020-09-25,red,Carne Cabezo,crimp,face,dyno,V9,,,"Priest Draw, Flagstaff",outdoor
200354,2020-10-18,orange,Dave Rasta’s Hair,crimp,overhang,natural,V7,,,"South Lake Tahoe, The Freaks",outdoor
200355,2020-10-19,orange,"Girls on Film, Stand Start",crimp,face,dyno,V7,,,"South Lake Tahoe, The Freaks",outdoor
200356,2020-10-25,blue,Kill by Numbers,crimp,overhang,natural,V5,,,"Joe’s Valley, Left Fork",outdoor
200357,2020-10-25,red,Big Joe,crimp,overhang,natural,V7,,,"Joe’s Valley, Left Fork",outdoor
200358,2020-10-26,blue,The Goose,jug,overhang,natural,V5,,,Moe’s Valley,outdoor
200359,2020-10-26,orange,Pink Lady,jug,overhang,natural,V6,,,Moe’s Valley,outdoor
200360,2020-10-26,orange,Backhoe Traverse,crimp,variable,natural,V5,,,Moe’s Valley,outdoor
200361,2020-10-27,green,K-Town,crimp,slab,natural,V4,,,"Joe’s Valley, Left Fork",outdoor
200362,2020-10-27,green,Unnamed V4,crimp,slab,natural,V4,,,"Joe’s Valley, Left Fork",outdoor
200363,2020-10-27,blue,Shit,crimp,slab,natural,V4,,,"Joe’s Valley, Left Fork",outdoor
200364,2020-10-28,blue,Stumble Bum Traverse,jug,overhang,natural,V5,,,"Joe’s Valley, New Joe’s",outdoor
200365,2020-10-28,blue,Fart Fig,crimp,face,natural,V6,,,"Joe’s Valley, New Joe’s",outdoor
200366,2020-10-28,blue,Joe Cool,crimp,face,natural,V3,,,"Joe’s Valley, New Joe’s",outdoor
200367,2020-10-28,red,Big Boy,crimp,overhang,natural,V7,,,"Joe’s Valley, New Joe’s",outdoor
200368,2020-10-28,orange,Pocket Rocket,jug,face,dyno,V7,,,"Joe’s Valley, New Joe’s",outdoor
200369,2020-10-29,orange,Wills of Fire,"crimp, sloper",overhang,natural,V6,,,"Joe’s Valley, Left Fork",outdoor
200370,2020-10-29,blue,Caveman,jug,overhang,natural,V4,,,"Joe’s Valley, Right Fork",outdoor
200371,2020-10-29,blue,Sling Blade,crimp,face,dyno,V4,,,"Joe’s Valley, Right Fork",outdoor
200372,2020-10-30,blue,The Angler,sloper,face,natural,V2,,,"Joe’s Valley, Left Fork",outdoor
200373,2020-10-30,orange,Vertical Ice,crimp,face,natural,V6,,,"Joe’s Valley, Dairy Canyon",outdoor
200374,2020-10-30,blue,Vertical Limit,jug,face,mantle,V3,,,"Joe’s Valley, Dairy Canyon",outdoor
200375,2020-11-11,green,Tractor Pull Traverse,crimp,face,natural,V1,,,Grizzly Peak,outdoor
200376,2020-11-11,orange,Scott’s Roof,"crimp, sloper",overhang,dyno,V7,,,Grizzly Peak,outdoor
